bvid,title,series,number,plays,likes,date,url
BV1R14y1d7Es,星际争霸战役：04_过场动画：废土巡逻,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,31,,2023-07-01,https://www.bilibili.com/video/BV1R14y1d7Es
BV1qg4y1A7mQ,星际争霸战役：05_紧急联盟,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,45,,2023-07-01,https://www.bilibili.com/video/BV1qg4y1A7mQ
BV1Cg4y1A74C,星际争霸战役：06_雅各布基地,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,33,,2023-07-01,https://www.bilibili.com/video/BV1Cg4y1A74C
BV1nX4y1W7qu,星际争霸战役：07_革命,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,33,,2023-07-01,https://www.bilibili.com/video/BV1nX4y1W7qu
BV1eX4y1v7T4,星际争霸战役：08_过场动画：诺拉德二号的败落,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,31,,2023-07-01,https://www.bilibili.com/video/BV1eX4y1v7T4
BV1WP411e7DF,星际争霸战役：09_诺拉德二号,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,39,,2023-07-01,https://www.bilibili.com/video/BV1WP411e7DF
BV1Ma4y1w7nc,星际争霸战役：10_王牌,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,244,,2023-07-02,https://www.bilibili.com/video/BV1Ma4y1w7nc
BV1us4y1k7BC,星际争霸战役：11_大举推进,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,205,,2023-07-02,https://www.bilibili.com/video/BV1us4y1k7BC
BV1sP411e7eK,星际争霸战役：12_过场动画：公开反叛,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,205,,2023-07-02,https://www.bilibili.com/video/BV1sP411e7eK
BV1nz4y1n7zx,星际争霸战役：13_新盖茨堡,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,220,,2023-07-02,https://www.bilibili.com/video/BV1nz4y1n7zx
BV1D14y1d71p,星际争霸战役：14_重锤一击,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,289,,2023-07-03,https://www.bilibili.com/video/BV1D14y1d71p
BV1fa4y1c7a1,星际争霸战役：15_过场动画：就职典礼,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,227,,2023-07-03,https://www.bilibili.com/video/BV1fa4y1c7a1
BV1eF411R73Y,星际争霸战役：16_废墟之中,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,218,,2023-07-04,https://www.bilibili.com/video/BV1eF411R73Y
BV1gX4y1H7zX,星际争霸战役：17_撤离,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,241,,2023-07-04,https://www.bilibili.com/video/BV1gX4y1H7zX
BV1Rk4y1N78b,星际争霸战役：18_新的帝国,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,248,,2023-07-05,https://www.bilibili.com/video/BV1Rk4y1N78b
BV1Qu411b7wY,星际争霸战役：19_过场动画：梦想,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,105,,2023-07-05,https://www.bilibili.com/video/BV1Qu411b7wY
BV1ah411A7GW,星际争霸战役：20_虫群代理人,合集·星际争霸战役 全剧情+CG 第一视角通关合集,,232,,2023-07-06,https://www.bilibili.com/video/BV1ah411A7GW
